,date,NO2,O3,NO,Wind Speed,Temperature,site,Year
25117,30/01/2023 20:00,17.27858,58.59311,2.01557,4.2,4.1,Leeds Centre,2023.0
25118,30/01/2023 21:00,12.79898,61.58419,1.27136,5.4,4.8,Leeds Centre,2023.0
25121,31/01/2023 00:00,15.38277,51.38099,0.62018,5.2,6.9,Leeds Centre,2023.0
25122,31/01/2023 01:00,9.10815,58.36481,0.78556,4.6,7.1,Leeds Centre,2023.0
25123,31/01/2023 02:00,7.64878,53.82176,0.65118,4.3,7.0,Leeds Centre,2023.0
25124,31/01/2023 03:00,6.49878,53.60797,0.83724,5.7,7.3,Leeds Centre,2023.0
25126,31/01/2023 05:00,14.52941,70.33708,1.33338,8.7,7.8,Leeds Centre,2023.0
25127,31/01/2023 06:00,17.13397,67.87849,1.98456,10.1,7.6,Leeds Centre,2023.0
25128,31/01/2023 07:00,21.62494,63.97681,3.44197,8.8,6.8,Leeds Centre,2023.0
25130,31/01/2023 09:00,26.89444,58.79239,5.51956,8.8,7.0,Leeds Centre,2023.0
25131,31/01/2023 10:00,22.46436,65.25956,4.86837,8.7,7.4,Leeds Centre,2023.0
25132,31/01/2023 11:00,19.55762,69.37502,6.35679,9.1,7.6,Leeds Centre,2023.0
25133,31/01/2023 12:00,23.60674,63.28199,10.23289,9.1,7.4,Leeds Centre,2023.0
25134,31/01/2023 13:00,24.15347,61.99925,11.38021,8.9,7.1,Leeds Centre,2023.0
25135,31/01/2023 14:00,21.64411,63.22855,7.65916,9.0,6.6,Leeds Centre,2023.0
25136,31/01/2023 15:00,18.89109,64.35095,3.72105,8.8,5.9,Leeds Centre,2023.0
25137,31/01/2023 16:00,19.56267,68.73365,3.65903,8.7,5.4,Leeds Centre,2023.0
25138,31/01/2023 17:00,20.9073,67.98538,3.62802,8.7,5.3,Leeds Centre,2023.0
25139,31/01/2023 18:00,19.45077,70.92501,2.66675,8.9,5.4,Leeds Centre,2023.0
25140,31/01/2023 19:00,18.3845,72.20775,2.07759,9.6,5.4,Leeds Centre,2023.0
25142,31/01/2023 21:00,13.76423,73.81118,1.55044,8.4,5.4,Leeds Centre,2023.0
25143,31/01/2023 22:00,15.78143,76.7508,1.51943,8.4,5.5,Leeds Centre,2023.0
25144,31/01/2023 23:00,16.64319,66.59575,1.33338,8.5,5.5,Leeds Centre,2023.0
25145,01/02/2023 00:00,13.98479,77.51488,1.32304,7.9,5.5,Leeds Centre,2023.0
25147,01/02/2023 02:00,13.61418,78.94109,1.17833,8.8,5.5,Leeds Centre,2023.0
25149,01/02/2023 04:00,14.93153,77.60401,2.44969,9.6,5.6,Leeds Centre,2023.0
25150,01/02/2023 05:00,28.94871,63.32402,7.8142,9.5,5.6,Leeds Centre,2023.0
25152,01/02/2023 07:00,23.16865,59.9011,3.84508,9.0,6.2,Leeds Centre,2023.0
25153,01/02/2023 08:00,28.769,59.04537,5.58157,8.6,6.5,Leeds Centre,2023.0
25154,01/02/2023 09:00,27.14107,61.13121,5.92267,8.3,7.5,Leeds Centre,2023.0
25155,01/02/2023 10:00,20.44024,67.60267,4.46526,7.0,8.2,Leeds Centre,2023.0
25156,01/02/2023 11:00,21.85318,67.70964,5.70561,6.8,8.5,Leeds Centre,2023.0
25157,01/02/2023 12:00,23.88767,69.63503,6.75991,6.5,8.3,Leeds Centre,2023.0
25160,01/02/2023 15:00,44.4401,44.97931,18.26415,5.8,7.3,Leeds Centre,2023.0
25161,01/02/2023 16:00,42.33088,46.47684,15.53538,6.2,7.3,Leeds Centre,2023.0
25162,01/02/2023 17:00,42.2427,47.70695,16.03152,6.6,7.4,Leeds Centre,2023.0
25163,01/02/2023 18:00,39.6769,50.86245,11.78332,6.5,7.4,Leeds Centre,2023.0
25167,01/02/2023 22:00,20.58941,67.28177,1.7675,6.0,7.8,Leeds Centre,2023.0
25168,01/02/2023 23:00,18.18443,67.44222,1.58145,6.3,7.6,Leeds Centre,2023.0
25170,02/02/2023 02:00,12.11949,77.17385,0.83724,6.1,7.7,Leeds Centre,2023.0
25171,02/02/2023 03:00,7.22334,76.85274,1.08531,5.9,8.0,Leeds Centre,2023.0
25173,02/02/2023 05:00,8.1792,66.36309,0.77522,5.8,8.1,Leeds Centre,2023.0
25174,02/02/2023 06:00,21.04401,52.34121,3.16289,6.4,8.5,Leeds Centre,2023.0
25175,02/02/2023 07:00,29.06021,56.51566,5.76763,6.1,8.6,Leeds Centre,2023.0
25176,02/02/2023 08:00,29.33579,49.45121,14.01595,6.1,8.5,Leeds Centre,2023.0
25177,02/02/2023 09:00,30.75218,50.5751,15.47336,6.1,8.4,Leeds Centre,2023.0
25180,02/02/2023 12:00,29.0684,57.10437,12.31047,5.8,8.6,Leeds Centre,2023.0
25182,02/02/2023 14:00,30.57001,57.80011,13.08569,6.2,8.5,Leeds Centre,2023.0
25184,02/02/2023 16:00,29.61365,55.98048,13.36477,6.6,7.9,Leeds Centre,2023.0
25185,02/02/2023 17:00,27.14926,64.32938,12.46552,6.3,7.9,Leeds Centre,2023.0
25188,02/02/2023 20:00,16.89296,70.85865,10.9771,5.7,8.3,Leeds Centre,2023.0
25190,02/02/2023 22:00,7.89096,78.88645,0.77522,6.0,8.5,Leeds Centre,2023.0
25191,02/02/2023 23:00,6.88162,79.63571,0.74421,6.2,8.5,Leeds Centre,2023.0
25192,03/02/2023 00:00,2.89164,80.40258,0.57883,6.6,8.9,Leeds Centre,2023.0
25195,03/02/2023 03:00,4.28349,77.76058,0.49614,6.3,9.0,Leeds Centre,2023.0
25196,03/02/2023 04:00,3.32417,75.13643,0.58917,5.9,9.4,Leeds Centre,2023.0
25197,03/02/2023 05:00,5.48648,74.01179,0.62018,6.4,9.5,Leeds Centre,2023.0
25198,03/02/2023 06:00,8.37383,70.31655,0.93026,6.3,9.4,Leeds Centre,2023.0
25199,03/02/2023 07:00,19.39779,62.17633,2.35667,6.1,9.2,Leeds Centre,2023.0
25200,03/02/2023 08:00,25.55436,56.39249,2.8218,5.5,9.1,Leeds Centre,2023.0
25201,03/02/2023 09:00,24.9843,57.67778,3.22491,5.4,9.3,Leeds Centre,2023.0
25202,03/02/2023 10:00,22.26429,57.78489,4.37223,5.4,10.1,Leeds Centre,2023.0
25203,03/02/2023 11:00,21.43673,59.01664,3.69004,5.2,10.3,Leeds Centre,2023.0
25204,03/02/2023 12:00,21.93493,58.64176,4.80636,4.8,10.2,Leeds Centre,2023.0
25207,03/02/2023 15:00,21.69176,60.51615,4.6203,5.1,9.4,Leeds Centre,2023.0
25208,03/02/2023 16:00,28.61796,55.37496,5.14745,4.7,9.0,Leeds Centre,2023.0
25212,03/02/2023 20:00,25.41073,55.21429,2.85281,4.4,6.7,Leeds Centre,2023.0
25213,03/02/2023 21:00,20.3581,53.39346,2.32566,3.6,6.7,Leeds Centre,2023.0
25215,03/02/2023 23:00,40.26199,27.68748,6.29478,1.2,6.6,Leeds Centre,2023.0
25216,04/02/2023 00:00,34.75467,32.08231,2.35667,2.3,5.7,Leeds Centre,2023.0
25217,04/02/2023 01:00,27.63614,33.65428,1.81918,2.7,5.2,Leeds Centre,2023.0
25218,04/02/2023 02:00,26.83464,33.43992,1.7675,3.1,5.1,Leeds Centre,2023.0
25219,04/02/2023 03:00,21.19911,36.06581,0.83724,2.6,4.7,Leeds Centre,2023.0
25220,04/02/2023 04:00,19.08286,39.17401,0.68219,2.6,4.6,Leeds Centre,2023.0
25221,04/02/2023 05:00,17.16026,39.17401,0.62018,3.1,5.3,Leeds Centre,2023.0
25224,04/02/2023 08:00,26.75784,40.19221,2.97684,2.4,6.1,Leeds Centre,2023.0
25226,04/02/2023 10:00,25.46915,53.37525,3.50399,2.6,6.3,Leeds Centre,2023.0
25230,04/02/2023 14:00,22.19451,59.75242,3.00785,5.1,7.4,Leeds Centre,2023.0
25231,04/02/2023 15:00,22.27823,61.19934,2.23263,5.0,6.5,Leeds Centre,2023.0
25232,04/02/2023 16:00,27.96181,52.41064,3.16289,4.0,6.9,Leeds Centre,2023.0
25233,04/02/2023 17:00,24.71494,53.80397,1.39539,2.8,7.2,Leeds Centre,2023.0
25234,04/02/2023 18:00,32.81635,43.30041,3.31794,3.6,7.3,Leeds Centre,2023.0
25235,04/02/2023 19:00,22.41296,60.71703,1.64346,4.5,6.9,Leeds Centre,2023.0
25236,04/02/2023 20:00,13.72064,70.95265,1.82952,4.7,6.4,Leeds Centre,2023.0
25240,05/02/2023 00:00,16.55155,60.63212,1.61246,3.1,2.7,Leeds Centre,2023.0
25242,05/02/2023 03:00,4.1973,71.37502,1.11632,3.2,1.7,Leeds Centre,2023.0
25243,05/02/2023 04:00,4.14234,70.19527,0.68219,3.1,1.2,Leeds Centre,2023.0
25245,05/02/2023 06:00,11.88522,57.59337,1.20934,2.2,0.0,Leeds Centre,2023.0
25248,05/02/2023 09:00,25.96833,42.68559,4.68232,2.3,3.3,Leeds Centre,2023.0
25250,05/02/2023 11:00,25.0268,48.53072,5.89166,1.6,6.0,Leeds Centre,2023.0
25251,05/02/2023 12:00,24.01104,52.01635,5.45754,0.9,6.6,Leeds Centre,2023.0
25253,05/02/2023 14:00,23.71093,57.16436,4.71333,1.6,4.7,Leeds Centre,2023.0
25254,05/02/2023 15:00,19.7484,58.23687,3.25592,1.8,2.9,Leeds Centre,2023.0
25257,05/02/2023 18:00,51.46883,17.74991,4.12416,2.4,0.8,Leeds Centre,2023.0
25259,05/02/2023 20:00,62.83578,7.88289,12.00038,2.3,-0.6,Leeds Centre,2023.0
25260,05/02/2023 21:00,60.08651,7.02489,14.32604,1.9,-1.3,Leeds Centre,2023.0
25261,05/02/2023 22:00,66.41808,2.19863,52.90092,2.0,-1.9,Leeds Centre,2023.0
25262,05/02/2023 23:00,64.21606,1.716,41.33466,1.0,-2.3,Leeds Centre,2023.0
25263,06/02/2023 00:00,58.22822,3.79202,16.28993,1.8,-0.7,Leeds Centre,2023.0
25264,06/02/2023 02:00,53.00264,2.0391,18.97735,2.1,-1.6,Leeds Centre,2023.0
25265,06/02/2023 03:00,45.82427,5.63436,20.71384,2.1,-2.1,Leeds Centre,2023.0
25266,06/02/2023 04:00,30.33318,23.0204,1.24035,2.5,-1.9,Leeds Centre,2023.0
25268,06/02/2023 06:00,47.72414,13.20051,19.34946,2.2,-2.4,Leeds Centre,2023.0
25270,06/02/2023 08:00,48.90152,17.4397,14.85319,2.6,-0.7,Leeds Centre,2023.0
25271,06/02/2023 09:00,48.48526,21.67888,21.89217,2.9,2.5,Leeds Centre,2023.0
25272,06/02/2023 10:00,34.10374,33.80618,11.75231,2.5,4.5,Leeds Centre,2023.0
25273,06/02/2023 11:00,34.90253,38.6893,13.64385,2.3,6.1,Leeds Centre,2023.0
25274,06/02/2023 12:00,31.52696,46.20178,9.82977,2.3,6.9,Leeds Centre,2023.0
25278,06/02/2023 18:00,69.11579,8.21007,23.22555,2.1,3.7,Leeds Centre,2023.0
25279,06/02/2023 19:00,76.78739,2.52205,37.36554,1.5,2.0,Leeds Centre,2023.0
25280,06/02/2023 20:00,76.10107,2.30741,48.55969,1.4,0.8,Leeds Centre,2023.0
25281,06/02/2023 21:00,69.04016,1.93178,33.55146,1.6,-0.1,Leeds Centre,2023.0
25283,06/02/2023 23:00,43.95477,15.61524,2.88381,2.0,-0.2,Leeds Centre,2023.0
25284,07/02/2023 00:00,43.80719,11.66995,7.69017,2.0,0.4,Leeds Centre,2023.0
25285,07/02/2023 01:00,53.42867,1.86147,20.58981,2.2,-0.2,Leeds Centre,2023.0
25286,07/02/2023 02:00,54.63541,1.61088,21.95419,1.8,-0.8,Leeds Centre,2023.0
25287,07/02/2023 03:00,51.6079,2.63111,6.82192,2.0,-1.2,Leeds Centre,2023.0
25290,07/02/2023 06:00,36.97055,19.59908,4.74434,1.8,-1.9,Leeds Centre,2023.0
25294,07/02/2023 10:00,51.35335,20.83409,20.99292,1.7,3.3,Leeds Centre,2023.0
25295,07/02/2023 11:00,45.95692,32.16396,23.00849,2.4,4.1,Leeds Centre,2023.0
25296,07/02/2023 12:00,45.40881,39.25185,18.76029,2.3,4.6,Leeds Centre,2023.0
25297,07/02/2023 13:00,52.38038,36.78183,25.14809,2.3,4.6,Leeds Centre,2023.0
25298,07/02/2023 14:00,30.17343,54.87741,9.30262,2.0,4.1,Leeds Centre,2023.0
25299,07/02/2023 15:00,36.83067,49.34671,11.03911,1.8,3.8,Leeds Centre,2023.0
25302,07/02/2023 18:00,71.75315,8.80616,34.97786,1.7,4.4,Leeds Centre,2023.0
25303,07/02/2023 19:00,64.62047,7.03419,18.48121,1.8,4.5,Leeds Centre,2023.0
25304,07/02/2023 20:00,67.34353,2.63111,29.58234,1.9,4.6,Leeds Centre,2023.0
25306,07/02/2023 22:00,63.90382,8.16181,18.72928,1.9,4.7,Leeds Centre,2023.0
25307,07/02/2023 23:00,39.7728,27.92197,2.72877,2.0,4.7,Leeds Centre,2023.0
25310,08/02/2023 02:00,18.41277,48.84202,0.83724,1.3,1.4,Leeds Centre,2023.0
25311,08/02/2023 03:00,23.65213,37.93451,1.02329,1.8,1.7,Leeds Centre,2023.0
25312,08/02/2023 04:00,43.10586,13.64783,3.87609,1.7,1.8,Leeds Centre,2023.0
25313,08/02/2023 05:00,45.39934,7.68362,6.10872,1.6,1.8,Leeds Centre,2023.0
25315,08/02/2023 07:00,63.78303,1.1821,89.52225,2.4,2.0,Leeds Centre,2023.0
25316,08/02/2023 08:00,67.61405,2.09553,127.94208,2.2,2.1,Leeds Centre,2023.0
25320,08/02/2023 12:00,27.32413,46.85395,11.38021,3.5,7.7,Leeds Centre,2023.0
25324,08/02/2023 16:00,57.96512,24.39414,19.87661,2.5,4.1,Leeds Centre,2023.0
25326,08/02/2023 18:00,33.12623,39.92258,7.69017,2.8,2.4,Leeds Centre,2023.0
25329,08/02/2023 21:00,21.00091,49.91665,3.47298,6.0,3.8,Leeds Centre,2023.0
25332,09/02/2023 00:00,19.36135,54.55568,1.07497,3.2,3.6,Leeds Centre,2023.0
25333,09/02/2023 01:00,9.36238,59.07211,0.66152,1.9,3.3,Leeds Centre,2023.0
25334,09/02/2023 02:00,14.8573,52.31538,0.80623,3.0,2.9,Leeds Centre,2023.0
25335,09/02/2023 03:00,2.46192,79.30646,0.74421,2.3,2.0,Leeds Centre,2023.0
25336,09/02/2023 04:00,3.08693,77.58591,0.77522,2.4,1.1,Leeds Centre,2023.0
25337,09/02/2023 05:00,14.19214,61.72462,1.27136,2.5,1.4,Leeds Centre,2023.0
25339,09/02/2023 07:00,68.33094,9.08664,19.19441,1.7,1.0,Leeds Centre,2023.0
25340,09/02/2023 08:00,65.98961,14.08698,26.01634,2.4,2.0,Leeds Centre,2023.0
25341,09/02/2023 09:00,57.71699,23.38868,34.45072,4.1,5.1,Leeds Centre,2023.0
25343,09/02/2023 11:00,40.34037,53.55202,17.24086,5.3,7.0,Leeds Centre,2023.0
25344,09/02/2023 12:00,26.01024,65.00441,10.32591,6.2,7.5,Leeds Centre,2023.0
25347,09/02/2023 15:00,44.4222,49.19689,20.15568,4.0,5.2,Leeds Centre,2023.0
25349,09/02/2023 17:00,53.2289,38.92737,21.11696,1.5,3.0,Leeds Centre,2023.0
25350,09/02/2023 18:00,52.31376,37.63696,17.95406,2.2,2.8,Leeds Centre,2023.0
25353,09/02/2023 21:00,37.52032,32.79793,18.14012,3.1,3.9,Leeds Centre,2023.0
25354,09/02/2023 22:00,39.73087,29.51813,12.15543,3.1,4.0,Leeds Centre,2023.0
25358,10/02/2023 02:00,18.89021,46.48543,0.65118,3.4,2.8,Leeds Centre,2023.0
25359,10/02/2023 03:00,13.7499,52.18851,0.65118,3.6,2.3,Leeds Centre,2023.0
25361,10/02/2023 05:00,14.37343,50.57443,0.58917,3.8,2.0,Leeds Centre,2023.0
25362,10/02/2023 06:00,17.22511,51.70428,1.67447,4.1,2.8,Leeds Centre,2023.0
25363,10/02/2023 07:00,29.62819,39.27589,8.24833,3.9,3.2,Leeds Centre,2023.0
25364,10/02/2023 08:00,37.04941,32.87338,15.72143,3.7,3.7,Leeds Centre,2023.0
25366,10/02/2023 10:00,51.37291,23.24272,28.24897,5.9,6.1,Leeds Centre,2023.0
25368,10/02/2023 12:00,50.95945,22.43568,11.3492,6.1,6.6,Leeds Centre,2023.0
25369,10/02/2023 13:00,37.20076,42.61165,7.13201,6.2,7.4,Leeds Centre,2023.0
25371,10/02/2023 15:00,36.89512,44.65615,9.05455,6.8,7.5,Leeds Centre,2023.0
25372,10/02/2023 16:00,45.03744,42.88066,16.55867,6.7,7.3,Leeds Centre,2023.0
25373,10/02/2023 17:00,42.95935,44.49474,15.78345,6.3,7.2,Leeds Centre,2023.0
25381,12/02/2023 01:00,28.33282,51.6468,1.32304,2.3,2.0,Leeds Centre,2023.0
25382,12/02/2023 02:00,24.18205,55.00492,1.11632,1.9,1.4,Leeds Centre,2023.0
25384,12/02/2023 04:00,8.9949,77.63182,0.7132,1.6,1.8,Leeds Centre,2023.0
25385,12/02/2023 05:00,6.59289,81.18748,0.7132,1.3,2.0,Leeds Centre,2023.0
25386,12/02/2023 06:00,13.79794,70.89763,0.65118,1.3,1.5,Leeds Centre,2023.0
25387,12/02/2023 07:00,24.6075,53.98132,0.68219,1.0,1.0,Leeds Centre,2023.0
25388,12/02/2023 08:00,47.55769,28.12201,5.89166,0.8,1.4,Leeds Centre,2023.0
25389,12/02/2023 09:00,53.01569,25.10509,13.76788,0.5,3.8,Leeds Centre,2023.0
25390,12/02/2023 10:00,19.88561,57.26761,2.8218,0.4,6.3,Leeds Centre,2023.0
25391,12/02/2023 11:00,16.86144,62.17011,5.98469,0.8,7.2,Leeds Centre,2023.0
25394,12/02/2023 14:00,24.18531,47.03163,7.34907,1.7,8.5,Leeds Centre,2023.0
25395,12/02/2023 15:00,25.94154,47.03163,6.0157,1.4,7.1,Leeds Centre,2023.0
25396,12/02/2023 16:00,31.67811,41.42878,7.25605,1.3,4.9,Leeds Centre,2023.0
25399,12/02/2023 19:00,33.61821,35.71818,2.38767,2.0,4.7,Leeds Centre,2023.0
25401,12/02/2023 21:00,23.95816,37.22664,2.1396,3.0,3.9,Leeds Centre,2023.0
25402,12/02/2023 22:00,26.93369,34.2636,1.95355,3.1,3.8,Leeds Centre,2023.0
25403,12/02/2023 23:00,23.22372,38.62735,1.27136,2.9,3.8,Leeds Centre,2023.0
25404,13/02/2023 00:00,18.911,41.6178,0.95094,0.6,0.5,Leeds Centre,2023.0
25405,13/02/2023 01:00,11.28136,52.39962,0.49614,1.2,0.0,Leeds Centre,2023.0
25409,13/02/2023 05:00,24.14044,29.64999,1.51943,2.0,-1.7,Leeds Centre,2023.0
25413,13/02/2023 09:00,48.60713,11.37481,35.56703,1.7,1.8,Leeds Centre,2023.0
25416,13/02/2023 12:00,30.02575,29.00308,12.09341,1.9,3.7,Leeds Centre,2023.0
25419,13/02/2023 15:00,35.50185,26.57717,12.0624,1.9,6.5,Leeds Centre,2023.0
25425,13/02/2023 21:00,55.79163,1.34773,28.18695,2.6,1.2,Leeds Centre,2023.0
25426,13/02/2023 22:00,59.67315,1.40164,66.76183,2.5,0.7,Leeds Centre,2023.0
25427,13/02/2023 23:00,57.8809,1.779,92.96422,2.6,0.6,Leeds Centre,2023.0
25428,14/02/2023 00:00,52.26848,1.58238,96.49921,1.3,0.8,Leeds Centre,2023.0
25429,14/02/2023 01:00,47.11511,1.51045,58.50316,1.8,1.3,Leeds Centre,2023.0
25430,14/02/2023 02:00,40.02853,1.40256,70.01774,1.1,1.1,Leeds Centre,2023.0
25434,14/02/2023 06:00,48.0905,1.18678,66.45174,1.2,-0.6,Leeds Centre,2023.0
25436,14/02/2023 11:00,51.82574,6.47335,95.84803,2.0,8.3,Leeds Centre,2023.0
25437,14/02/2023 12:00,49.43776,9.33241,71.60953,2.2,9.8,Leeds Centre,2023.0
25438,14/02/2023 13:00,59.90894,6.83298,89.5946,2.1,11.2,Leeds Centre,2023.0
25440,14/02/2023 15:00,46.09764,4.4774,49.92408,1.8,10.7,Leeds Centre,2023.0
25441,14/02/2023 16:00,48.81211,1.99595,51.44351,2.3,8.0,Leeds Centre,2023.0
25442,14/02/2023 17:00,49.46639,1.13284,50.29618,2.3,6.4,Leeds Centre,2023.0
25443,14/02/2023 18:00,56.44175,1.61834,105.15065,2.2,5.2,Leeds Centre,2023.0
25444,14/02/2023 19:00,52.02682,1.18678,81.33594,2.1,4.1,Leeds Centre,2023.0
25446,14/02/2023 21:00,42.58525,0.91706,64.65323,2.5,2.6,Leeds Centre,2023.0
25447,14/02/2023 22:00,43.20816,1.18678,82.6383,2.3,2.0,Leeds Centre,2023.0
25448,14/02/2023 23:00,43.65171,1.18678,74.29695,2.3,1.4,Leeds Centre,2023.0
25449,15/02/2023 00:00,39.86513,1.51045,107.82143,1.9,2.6,Leeds Centre,2023.0
25451,15/02/2023 02:00,39.0727,1.18678,87.17015,2.7,1.2,Leeds Centre,2023.0
25452,15/02/2023 03:00,39.58138,0.70128,82.4188,2.4,0.8,Leeds Centre,2023.0
25454,15/02/2023 05:00,43.86528,0.43156,45.96075,2.4,0.5,Leeds Centre,2023.0
25455,15/02/2023 06:00,48.01491,0.53945,60.52534,2.5,0.2,Leeds Centre,2023.0
25458,15/02/2023 09:00,59.741,7.39041,50.40155,3.3,6.0,Leeds Centre,2023.0
25462,15/02/2023 13:00,28.64524,47.36333,13.47768,4.7,8.6,Leeds Centre,2023.0
25463,15/02/2023 14:00,22.75336,50.27634,4.7824,4.3,8.0,Leeds Centre,2023.0
25466,15/02/2023 17:00,51.96784,28.37484,7.67048,2.5,4.1,Leeds Centre,2023.0
25467,15/02/2023 18:00,57.82774,20.06738,7.42204,2.9,4.3,Leeds Centre,2023.0
25468,15/02/2023 19:00,63.3966,14.94265,6.98728,3.1,4.1,Leeds Centre,2023.0
25469,15/02/2023 20:00,68.34683,7.76802,17.04895,3.8,4.6,Leeds Centre,2023.0
25470,15/02/2023 21:00,67.55782,6.54527,19.00539,3.3,4.1,Leeds Centre,2023.0
25472,15/02/2023 23:00,14.33912,59.77058,1.18007,3.1,3.3,Leeds Centre,2023.0
25473,16/02/2023 00:00,13.15243,57.32509,0.78788,2.6,5.0,Leeds Centre,2023.0
25475,16/02/2023 03:00,12.17661,64.30193,0.93301,2.5,5.4,Leeds Centre,2023.0
25476,16/02/2023 04:00,15.53133,56.69574,1.32695,3.0,5.5,Leeds Centre,2023.0
25477,16/02/2023 05:00,23.52752,42.88593,1.21291,3.4,5.6,Leeds Centre,2023.0
25478,16/02/2023 06:00,48.83067,14.29531,5.94017,3.1,5.8,Leeds Centre,2023.0
25480,16/02/2023 08:00,56.72727,14.24137,18.16262,2.6,6.2,Leeds Centre,2023.0
25481,16/02/2023 09:00,58.85609,10.03369,22.98318,2.6,6.9,Leeds Centre,2023.0
25482,16/02/2023 10:00,55.44235,14.51109,34.33481,2.8,8.3,Leeds Centre,2023.0
25488,16/02/2023 16:00,14.85552,60.20214,3.63874,4.8,8.2,Leeds Centre,2023.0
25489,16/02/2023 17:00,18.5897,54.16035,2.36363,5.4,7.7,Leeds Centre,2023.0
25492,16/02/2023 20:00,14.82468,55.88657,1.21291,4.8,7.4,Leeds Centre,2023.0
25493,16/02/2023 21:00,14.3399,51.46312,0.90191,5.1,8.4,Leeds Centre,2023.0
25494,16/02/2023 22:00,14.4416,49.03561,1.33732,5.3,9.1,Leeds Centre,2023.0
25496,17/02/2023 00:00,13.1638,46.75196,1.41196,6.0,11.7,Leeds Centre,2023.0
25497,17/02/2023 02:00,3.53031,58.42197,0.24917,6.2,11.7,Leeds Centre,2023.0
25503,17/02/2023 08:00,15.88847,71.15289,5.63746,14.6,11.2,Leeds Centre,2023.0
25504,17/02/2023 09:00,11.66961,76.60129,2.58513,13.3,11.1,Leeds Centre,2023.0
25505,17/02/2023 10:00,10.17704,75.36056,2.46055,10.8,10.6,Leeds Centre,2023.0
25506,17/02/2023 11:00,9.1257,77.14073,3.08347,9.5,10.3,Leeds Centre,2023.0
25507,17/02/2023 12:00,10.04346,78.9209,3.42608,6.5,10.0,Leeds Centre,2023.0
25508,17/02/2023 13:00,9.70709,82.4273,3.45723,3.4,10.0,Leeds Centre,2023.0
25509,17/02/2023 14:00,15.24549,79.19063,4.049,4.1,9.4,Leeds Centre,2023.0
25511,17/02/2023 16:00,26.41781,69.31877,5.17027,2.3,6.5,Leeds Centre,2023.0
25512,17/02/2023 17:00,27.2103,66.78337,2.8966,2.3,5.6,Leeds Centre,2023.0
25514,17/02/2023 19:00,30.62214,51.84073,2.58513,2.4,5.2,Leeds Centre,2023.0
25515,17/02/2023 20:00,20.41291,60.09425,1.55731,2.5,5.4,Leeds Centre,2023.0
25516,17/02/2023 21:00,35.05971,41.80704,3.67525,2.9,6.3,Leeds Centre,2023.0
25518,17/02/2023 23:00,34.27553,29.02218,2.36711,4.0,9.2,Leeds Centre,2023.0
25519,18/02/2023 00:00,42.21333,17.76575,5.98887,6.1,10.5,Leeds Centre,2023.0
25520,18/02/2023 02:00,3.42123,71.42261,0.46788,9.4,10.4,Leeds Centre,2023.0
25524,18/02/2023 06:00,14.68485,79.99979,0.74861,9.3,9.9,Leeds Centre,2023.0
25525,18/02/2023 07:00,15.07222,77.84201,0.99814,7.7,9.6,Leeds Centre,2023.0
25526,18/02/2023 08:00,19.46037,74.65928,1.9339,5.4,9.8,Leeds Centre,2023.0
25527,18/02/2023 09:00,18.60156,75.90001,2.7137,2.4,10.1,Leeds Centre,2023.0
25530,18/02/2023 12:00,23.37145,73.14883,3.30635,4.7,9.6,Leeds Centre,2023.0
25533,18/02/2023 15:00,24.37285,69.53455,2.3394,2.9,8.8,Leeds Centre,2023.0
25535,18/02/2023 17:00,19.89438,68.67143,2.02748,3.6,8.7,Leeds Centre,2023.0
25536,18/02/2023 18:00,19.74793,65.75843,1.80914,3.9,8.6,Leeds Centre,2023.0
25537,18/02/2023 19:00,20.80665,65.92026,1.80914,4.2,8.6,Leeds Centre,2023.0
25538,18/02/2023 20:00,23.74339,68.0241,1.9339,4.8,8.5,Leeds Centre,2023.0
25539,18/02/2023 21:00,22.05638,69.15694,1.65318,4.9,7.9,Leeds Centre,2023.0
25540,18/02/2023 22:00,23.54852,69.58849,1.68437,4.6,7.3,Leeds Centre,2023.0
25543,19/02/2023 02:00,8.0009,80.86291,1.12456,5.5,5.7,Leeds Centre,2023.0
25544,19/02/2023 03:00,8.28977,74.55139,1.12456,4.3,5.0,Leeds Centre,2023.0
25545,19/02/2023 04:00,9.25217,68.13199,1.06209,3.5,4.3,Leeds Centre,2023.0
25546,19/02/2023 05:00,7.85548,67.48466,0.99961,3.1,3.8,Leeds Centre,2023.0
25549,19/02/2023 08:00,18.22807,54.96952,3.7173,3.0,4.8,Leeds Centre,2023.0
25550,19/02/2023 09:00,23.19414,66.51365,4.6232,2.9,6.4,Leeds Centre,2023.0
25552,19/02/2023 11:00,16.4919,79.83796,3.34245,4.0,8.2,Leeds Centre,2023.0
25553,19/02/2023 12:00,13.69408,80.26952,2.65522,4.8,6.5,Leeds Centre,2023.0
25554,19/02/2023 13:00,14.36538,78.59724,2.3116,5.4,7.0,Leeds Centre,2023.0
25555,19/02/2023 14:00,11.66657,76.81707,1.96798,5.6,7.8,Leeds Centre,2023.0
25556,19/02/2023 15:00,14.0733,67.70043,1.90551,5.4,7.7,Leeds Centre,2023.0
25559,19/02/2023 18:00,16.13758,61.17314,1.1558,5.2,6.8,Leeds Centre,2023.0
25560,19/02/2023 19:00,10.8397,64.62559,0.9059,5.8,7.0,Leeds Centre,2023.0
25561,19/02/2023 20:00,11.95073,63.87037,1.37446,7.2,7.9,Leeds Centre,2023.0
25562,19/02/2023 21:00,11.95617,64.94926,2.0617,7.6,8.1,Leeds Centre,2023.0
